request_id,scenario,phase_name,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
wrpbjek5rb,queue-pressure,queue_build,completions,1776123929.920493,1776123975.922094,46001.60,46001.60,10687,0,284,0,0,
sj49itn7s5,queue-pressure,queue_build,completions,1776123939.9202461,1776123985.919949,45999.70,45999.70,15269,0,266,0,0,
c56t4ufel6,queue-pressure,queue_build,completions,1776123874.5437293,1776123919.9194124,45375.68,45375.68,9581,0,220,0,0,
w6xlpu0dk0,queue-pressure,queue_build,completions,1776123957.9200523,1776124003.9191418,45999.09,45999.09,14163,0,227,0,0,
knwi5flul1,queue-pressure,pressure_peak,completions,1776124048.921526,1776124094.9199522,45998.43,45998.43,10213,0,204,0,0,
jcat9mx2x1,queue-pressure,queue_build,completions,1776123909.9214187,1776123955.9199631,45998.54,45998.54,15427,0,299,0,0,
gf1c8wquuy,queue-pressure,queue_build,completions,1776123998.9202123,1776124044.9203827,46000.17,46000.17,11161,0,242,0,0,
et8t63j3r3,queue-pressure,queue_build,completions,1776123958.920821,1776124004.9195151,45998.69,45998.69,10687,0,243,0,0,
slh9bh811k,queue-pressure,queue_build,completions,1776123990.9202356,1776124036.9220114,46001.78,46001.78,13689,0,316,0,0,
q3xlrfcd6m,queue-pressure,queue_build,completions,1776124001.92009,1776124047.9208612,46000.77,46000.77,14953,0,202,0,0,
935a0l7253,queue-pressure,queue_build,completions,1776123876.1682482,1776123921.9195178,45751.27,45751.27,14795,0,233,0,0,
cs1k9ye9o2,queue-pressure,pressure_peak,completions,1776124051.9203975,1776124097.920701,46000.30,46000.30,11793,0,265,0,0,
zoyn6qicat,queue-pressure,queue_build,completions,1776123864.0233583,1776123909.9211996,45897.84,45897.84,15269,0,243,0,0,
hafeyuhz1g,queue-pressure,queue_build,completions,1776123909.9225106,1776123955.9201121,45997.60,45997.60,15269,0,255,0,0,
ckw5ngcx19,queue-pressure,warmup,completions,1776123843.3601105,1776123888.9198124,45559.70,45559.70,15111,0,288,0,0,
1hssbelrqv,queue-pressure,pressure_peak,completions,1776124051.921453,1776124097.9205198,45999.07,45999.07,11635,0,285,0,0,
qrl1n759in,queue-pressure,queue_build,completions,1776123949.92001,1776123995.9197643,45999.75,45999.75,12583,0,230,0,0,
cxlvpymb5m,queue-pressure,pressure_peak,completions,1776124017.9202807,1776124063.9201272,45999.85,45999.85,11477,0,218,0,0,
wxe6sylztg,queue-pressure,queue_build,completions,1776123880.216068,1776123925.919623,45703.55,45703.55,13531,0,276,0,0,
r2ykccprhv,queue-pressure,pressure_peak,completions,1776124047.921188,1776124093.919914,45998.73,45998.73,13531,0,269,0,0,
2flu7u6n7h,queue-pressure,queue_build,completions,1776123910.920142,1776123956.9194968,45999.35,45999.35,13215,0,221,0,0,
c3c54wsqt2,queue-pressure,queue_build,completions,1776124000.9202871,1776124046.9199903,45999.70,45999.70,12267,0,201,0,0,
sgippsfnko,queue-pressure,queue_build,completions,1776124001.9211943,1776124047.9209943,45999.80,45999.80,13847,0,213,0,0,
atqyyv37di,queue-pressure,queue_build,completions,1776123959.9216661,1776124005.9200711,45998.40,45998.40,10055,0,293,0,0,
azccblskrt,queue-pressure,queue_build,completions,1776123864.8296723,1776123909.9210498,45091.38,45091.38,13215,0,248,0,0,
55psq0oxfq,queue-pressure,queue_build,completions,1776123951.9208968,1776123997.9195108,45998.61,45998.61,12583,0,276,0,0,
2d54i3qk2i,queue-pressure,queue_build,completions,1776123876.9769342,1776123922.920347,45943.41,45943.41,11161,0,232,0,0,
jza7tz0ync,queue-pressure,queue_build,completions,1776123879.405879,1776123924.919633,45513.75,45513.75,13057,0,240,0,0,
d14ve92mpn,queue-pressure,queue_build,completions,1776123911.9225087,1776123957.9197953,45997.29,45997.29,13215,0,254,0,0,
2xcdyk0x65,queue-pressure,queue_build,completions,1776124002.9199722,1776124048.9212806,46001.31,46001.31,11635,0,205,0,0,
bc2nnuvy8n,queue-pressure,pressure_peak,completions,1776124026.921397,1776124072.9250343,46003.64,46003.64,13689,0,304,0,0,
5nq4fmyzyc,queue-pressure,warmup,completions,1776123848.371079,1776123893.920816,45549.74,45549.74,14795,0,251,0,0,
rla8s8hmbr,queue-pressure,pressure_peak,completions,1776124049.9202547,1776124095.9200623,45999.81,45999.81,12583,0,311,0,0,
myx444nlz1,queue-pressure,queue_build,completions,1776123951.9219263,1776123997.919349,45997.42,45997.42,15427,0,259,0,0,
m1g9fk2st0,queue-pressure,queue_build,completions,1776124005.9202592,1776124051.920031,45999.77,45999.77,10687,0,246,0,0,
9yjb1qx6gv,queue-pressure,queue_build,completions,1776123923.9192824,1776123969.9196599,46000.38,46000.38,14637,0,197,0,0,
6hc36kof8k,queue-pressure,queue_build,completions,1776123960.9204135,1776124006.9190955,45998.68,45998.68,9739,0,275,0,0,
c81jhuwb6t,queue-pressure,pressure_peak,completions,1776124046.9202433,1776124092.920441,46000.20,46000.20,9739,0,199,0,0,
aprpn6qfgs,queue-pressure,queue_build,completions,1776123912.9200249,1776123958.9205463,46000.52,46000.52,12583,0,279,0,0,
irodxmo5bx,queue-pressure,queue_build,completions,1776123865.640604,1776123910.919932,45279.33,45279.33,14005,0,313,0,0,
ufm8zov7ln,queue-pressure,queue_build,completions,1776124003.919383,1776124049.9200108,46000.63,46000.63,11635,0,212,0,0,
okc1msy4la,queue-pressure,queue_build,completions,1776123877.783043,1776123922.9201987,45137.16,45137.16,9739,0,241,0,0,
bi4q2y9v86,queue-pressure,queue_build,completions,1776123903.9199536,1776123949.9198048,45999.85,45999.85,12741,0,310,0,0,
wiykid91zd,queue-pressure,queue_build,completions,1776123952.9196582,1776123998.9199328,46000.27,46000.27,14795,0,201,0,0,
tiqj7yhl1c,queue-pressure,warmup,completions,1776123853.383904,1776123898.9197135,45535.81,45535.81,13373,0,235,0,0,
bp2qd6vasi,queue-pressure,pressure_peak,completions,1776124011.9209247,1776124057.9208372,45999.91,45999.91,11319,0,223,0,0,
j2o7s3kkv9,queue-pressure,queue_build,completions,1776123944.9201407,1776123990.919924,45999.78,45999.78,14795,0,209,0,0,
d5eqy08p0f,queue-pressure,queue_build,completions,1776123961.9201968,1776124007.919846,45999.65,45999.65,12583,0,221,0,0,
06xkxb94pd,queue-pressure,queue_build,completions,1776123966.9200408,1776124012.9203794,46000.34,46000.34,10845,0,203,0,0,
c02dgtfgq5,queue-pressure,queue_build,completions,1776123866.4504912,1776123911.9195056,45469.01,45469.01,13531,0,217,0,0,
3y30ysxpnn,queue-pressure,queue_build,completions,1776124004.9198227,1776124050.9200401,46000.22,46000.22,14321,0,276,0,0,
g8jdp0lvsn,queue-pressure,queue_build,completions,1776123878.595215,1776123923.9190304,45323.82,45323.82,14953,0,258,0,0,
dp5gjlqm5k,queue-pressure,queue_build,completions,1776123908.920176,1776123954.9200318,45999.86,45999.86,11951,0,198,0,0,
zhwy9hecgz,queue-pressure,pressure_peak,completions,1776124036.922255,1776124082.9239957,46001.74,46001.74,11161,0,258,0,0,
usgiotirzq,queue-pressure,queue_build,completions,1776123914.9205568,1776123960.9201896,45999.63,45999.63,13215,0,262,0,0,
x5wvfgyw6z,queue-pressure,queue_build,completions,1776124005.9211786,1776124051.9201794,45999.00,45999.00,12741,0,201,0,0,
6b2knftu2g,queue-pressure,queue_build,completions,1776123953.920696,1776123999.9197733,45999.08,45999.08,10529,0,268,0,0,
cj883dhx8b,queue-pressure,queue_build,completions,1776123963.919518,1776124009.920706,46001.19,46001.19,11793,0,283,0,0,
dpja1wj0tp,queue-pressure,queue_build,completions,1776123873.7377114,1776123918.9204397,45182.73,45182.73,11161,0,205,0,0,
c89k8yqk94,queue-pressure,queue_build,completions,1776123955.920326,1776124001.9198093,45999.48,45999.48,13689,0,232,0,0,
1uymrlrmjk,queue-pressure,queue_build,completions,1776123913.921724,1776123959.9203637,45998.64,45998.64,12267,0,254,0,0,
koixntm9tm,queue-pressure,queue_build,completions,1776123915.9203336,1776123961.9199615,45999.63,45999.63,9739,0,215,0,0,
nz8v12ii82,queue-pressure,queue_build,completions,1776124006.9193296,1776124052.9200208,46000.69,46000.69,9897,0,297,0,0,
f7i8skch8j,queue-pressure,pressure_peak,completions,1776124044.920641,1776124090.9201045,45999.46,45999.46,11477,0,234,0,0,
6hid25owf7,queue-pressure,queue_build,completions,1776123875.3547196,1776123920.9198902,45565.17,45565.17,14479,0,202,0,0,
ccvcjwtl9t,queue-pressure,queue_build,completions,1776123967.9204667,1776124013.9200752,45999.61,45999.61,13847,0,305,0,0,
b0z3nx39rb,queue-pressure,queue_build,completions,1776123950.9199295,1776123996.9197652,45999.84,45999.84,14795,0,297,0,0,
nmkza3oa52,queue-pressure,queue_build,completions,1776123955.9209592,1776124001.9196358,45998.68,45998.68,10213,0,252,0,0,
4w7kyhqin9,queue-pressure,queue_build,completions,1776123962.9212806,1776124008.921025,45999.74,45999.74,12109,0,217,0,0,
lizl08yg0j,queue-pressure,queue_build,completions,1776123916.9207325,1776123962.921034,46000.30,46000.30,12267,0,261,0,0,
n89qkns832,queue-pressure,queue_build,completions,1776124007.920096,1776124053.9200222,45999.93,45999.93,15111,0,241,0,0,
y6wktakpux,queue-pressure,queue_build,completions,1776123883.9208503,1776123929.9201033,45999.25,45999.25,13531,0,289,0,0,
2qc1iyyo4u,queue-pressure,queue_build,completions,1776123959.9206166,1776124005.9199288,45999.31,45999.31,14163,0,278,0,0,
dz4x1zhqim,queue-pressure,queue_build,completions,1776123968.9204643,1776124014.9200816,45999.62,45999.62,12267,0,302,0,0,
34dxtad1io,queue-pressure,queue_build,completions,1776123867.2574039,1776123912.9197128,45662.31,45662.31,10055,0,305,0,0,
60361i2hgj,queue-pressure,queue_build,completions,1776123956.919794,1776124002.919707,45999.91,45999.91,15427,0,204,0,0,
2oc6uzhr5x,queue-pressure,queue_build,completions,1776123858.346938,1776123903.9196954,45572.76,45572.76,14637,0,200,0,0,
