request_id,scenario,phase_name,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
m1g9fk2st0,queue-pressure,queue_build,completions,1776123670.9201653,1776123716.9203503,46000.19,46000.19,10687,0,246,0,0,
bp2qd6vasi,queue-pressure,pressure_peak,completions,1776123676.9209669,1776123722.9199874,45999.02,45999.02,11319,0,223,0,0,
j2o7s3kkv9,queue-pressure,queue_build,completions,1776123609.9204905,1776123655.9192123,45998.72,45998.72,14795,0,209,0,0,
049enulqji,queue-pressure,pressure_peak,completions,1776123713.920835,1776123759.9201472,45999.31,45999.31,11477,0,273,0,0,
kadejnobbu,queue-pressure,pressure_peak,completions,1776123715.9201663,1776123761.9204524,46000.29,46000.29,14953,0,312,0,0,
c02dgtfgq5,queue-pressure,queue_build,completions,1776123531.5839539,1776123576.9194887,45335.53,45335.53,13531,0,217,0,0,
dp5gjlqm5k,queue-pressure,queue_build,completions,1776123573.9203026,1776123619.919622,45999.32,45999.32,11951,0,198,0,0,
d5eqy08p0f,queue-pressure,queue_build,completions,1776123626.9212003,1776123672.919428,45998.23,45998.23,12583,0,221,0,0,
06xkxb94pd,queue-pressure,queue_build,completions,1776123631.919914,1776123677.9202826,46000.37,46000.37,10845,0,203,0,0,
g8jdp0lvsn,queue-pressure,queue_build,completions,1776123543.7156901,1776123588.921422,45205.73,45205.73,14953,0,258,0,0,
usgiotirzq,queue-pressure,queue_build,completions,1776123579.9215417,1776123625.9202127,45998.67,45998.67,13215,0,262,0,0,
x5wvfgyw6z,queue-pressure,queue_build,completions,1776123671.9205275,1776123717.919868,45999.34,45999.34,12741,0,201,0,0,
dpja1wj0tp,queue-pressure,queue_build,completions,1776123538.8596525,1776123583.9197917,45060.14,45060.14,11161,0,205,0,0,
wi6fqjja26,queue-pressure,queue_build,completions,1776123619.9198282,1776123665.9198241,46000.00,46000.00,10055,0,289,0,0,
6b2knftu2g,queue-pressure,queue_build,completions,1776123618.919523,1776123664.9192858,45999.76,45999.76,10529,0,268,0,0,
4w7kyhqin9,queue-pressure,queue_build,completions,1776123627.9201057,1776123673.920038,45999.93,45999.93,12109,0,217,0,0,
rla8s8hmbr,queue-pressure,pressure_peak,completions,1776123714.920161,1776123760.919903,45999.74,45999.74,12583,0,311,0,0,
koixntm9tm,queue-pressure,queue_build,completions,1776123580.9208364,1776123626.9209962,46000.16,46000.16,9739,0,215,0,0,
nz8v12ii82,queue-pressure,queue_build,completions,1776123671.9211438,1776123717.9199486,45998.80,45998.80,9897,0,297,0,0,
e3tv1es53s,queue-pressure,pressure_peak,completions,1776123708.9212413,1776123754.9200788,45998.84,45998.84,12741,0,280,0,0,
w71q3vli7k,queue-pressure,queue_build,completions,1776123578.9206421,1776123624.9207273,46000.09,46000.09,13531,0,261,0,0,
ccvcjwtl9t,queue-pressure,queue_build,completions,1776123632.9195058,1776123678.920654,46001.15,46001.15,13847,0,305,0,0,
cs1k9ye9o2,queue-pressure,pressure_peak,completions,1776123716.9205647,1776123762.9201615,45999.60,45999.60,11793,0,265,0,0,
nmkza3oa52,queue-pressure,queue_build,completions,1776123621.9202845,1776123667.9200559,45999.77,45999.77,10213,0,252,0,0,
w1dakrm8j5,queue-pressure,queue_build,completions,1776123583.9199896,1776123629.920019,46000.03,46000.03,15269,0,224,0,0,
lizl08yg0j,queue-pressure,queue_build,completions,1776123581.9198601,1776123627.9198954,46000.04,46000.04,12267,0,261,0,0,
n89qkns832,queue-pressure,queue_build,completions,1776123672.9196985,1776123718.9207168,46001.02,46001.02,15111,0,241,0,0,
et8t63j3r3,queue-pressure,queue_build,completions,1776123623.9201574,1776123669.9213076,46001.15,46001.15,10687,0,243,0,0,
dz4x1zhqim,queue-pressure,queue_build,completions,1776123633.9195037,1776123679.9216228,46002.12,46002.12,12267,0,302,0,0,
34dxtad1io,queue-pressure,queue_build,completions,1776123532.3907163,1776123577.9200144,45529.30,45529.30,10055,0,305,0,0,
60361i2hgj,queue-pressure,queue_build,completions,1776123621.921166,1776123667.9199216,45998.76,45998.76,15427,0,204,0,0,
y6wktakpux,queue-pressure,queue_build,completions,1776123548.920125,1776123594.9198406,45999.72,45999.72,13531,0,289,0,0,
