request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
8bfqnpcenl,short-bursts,completions,1775623595.8604774,1775623595.8615375,1.06,1.06,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
srd9q46nou,short-bursts,completions,1775623631.893864,1775623631.896018,2.15,2.15,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
ia5u6hc36k,short-bursts,completions,1775623569.761338,1775623569.7627256,1.39,1.39,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zewviytwbo,short-bursts,completions,1775623612.6403441,1775623612.6417577,1.41,1.41,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
f1t2tala75,short-bursts,completions,1775623521.291208,1775623521.2923326,1.12,1.12,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
ldzmfb7r31,short-bursts,completions,1775623591.1121442,1775623591.1132002,1.06,1.06,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
citfoyqbkk,short-bursts,completions,1775623549.3952448,1775623549.3966367,1.39,1.39,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
hpmnz1udbf,short-bursts,completions,1775623576.5723572,1775623576.5733738,1.02,1.02,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
iuc039tex8,short-bursts,completions,1775623521.9184546,1775623521.9204605,2.01,2.01,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
93kmkzebbk,short-bursts,completions,1775623546.7692542,1775623546.770651,1.40,1.40,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
r5xqt4p501,short-bursts,completions,1775623603.0993912,1775623603.1004767,1.09,1.09,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
1gspk9p38q,short-bursts,completions,1775623550.0862627,1775623550.0875134,1.25,1.25,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
9dvnu80b6u,short-bursts,completions,1775623581.786169,1775623581.787246,1.08,1.08,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
2gc5wi6fqj,short-bursts,completions,1775623561.739348,1775623561.740757,1.41,1.41,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
yb8dalfyo1,short-bursts,completions,1775623608.5022953,1775623608.5043929,2.10,2.10,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
0rjiw1swjc,short-bursts,completions,1775623538.1172488,1775623538.1184866,1.24,1.24,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
y5y2jr8kk7,short-bursts,completions,1775623609.9868352,1775623609.9882426,1.41,1.41,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
4ivsolmlgs,short-bursts,completions,1775623580.9772794,1775623580.9786491,1.37,1.37,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
yv2stn7e36,short-bursts,completions,1775623620.3072305,1775623620.3085623,1.33,1.33,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zja8dzr1yx,short-bursts,completions,1775623544.1432104,1775623544.1443794,1.17,1.17,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
jxrpj1epky,short-bursts,completions,1775623577.4876897,1775623577.4889064,1.22,1.22,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zzpqk51fpk,short-bursts,completions,1775623513.17397,1775623513.1744452,0.48,0.48,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
1dakrm8j5e,short-bursts,completions,1775623547.3767974,1775623547.379002,2.20,2.20,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
bunknqt3wv,short-bursts,completions,1775623603.1348293,1775623603.1358774,1.05,1.05,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
ps3y70hp87,short-bursts,completions,1775623534.4394293,1775623534.4407067,1.28,1.28,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
vlz049enul,short-bursts,completions,1775623602.7173955,1775623602.718762,1.37,1.37,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
eihx74d0gj,short-bursts,completions,1775623629.050458,1775623629.0516315,1.17,1.17,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
fl0ukeyz7s,short-bursts,completions,1775623549.6509848,1775623549.6520216,1.04,1.04,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
acj4t0sekk,short-bursts,completions,1775623591.2827237,1775623591.2837875,1.06,1.06,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
n6kvpuc8d1,short-bursts,completions,1775623548.3973548,1775623548.398721,1.37,1.37,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
jx8uibrsz1,short-bursts,completions,1775623607.8953767,1775623607.8967755,1.40,1.40,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
vs4f8cgvyi,short-bursts,completions,1775623526.1665652,1775623526.167809,1.24,1.24,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
cpkjcslqc3,short-bursts,completions,1775623581.6767676,1775623581.6777956,1.03,1.03,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
cwbfuk9e1v,short-bursts,completions,1775623548.055183,1775623548.0565476,1.36,1.36,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
y5ibpt11f9,short-bursts,completions,1775623626.62972,1775623626.6307812,1.06,1.06,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
m6cfnfholq,short-bursts,completions,1775623539.636554,1775623539.6379628,1.41,1.41,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
lh9bh811ke,short-bursts,completions,1775623578.236206,1775623578.2383978,2.19,2.19,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
2n2atqyyv3,short-bursts,completions,1775623567.4782014,1775623567.479522,1.32,1.32,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
o2m71hssbe,short-bursts,completions,1775623603.1662602,1775623603.1680064,1.75,1.75,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
v60vaiy4va,short-bursts,completions,1775623549.7014108,1775623549.7024455,1.03,1.03,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
wn2y8fv2bc,short-bursts,completions,1775623595.8076966,1775623595.8091085,1.41,1.41,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
6qktc89k8y,short-bursts,completions,1775623562.2966242,1775623562.2983515,1.73,1.73,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
flsehuds3q,short-bursts,completions,1775623621.2669697,1775623621.2682471,1.28,1.28,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
uubcxuljyl,short-bursts,completions,1775623526.206177,1775623526.207214,1.04,1.04,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
ji0y6dpbhs,short-bursts,completions,1775623513.1557724,1775623513.1597376,3.97,3.97,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
dyt9moge4q,short-bursts,completions,1775623570.5127153,1775623570.5141478,1.43,1.43,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
tzk3ny9v20,short-bursts,completions,1775623606.719087,1775623606.7204888,1.40,1.40,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
